1gu2 , B , 1 , 123 ,  0.341 ,  0.050 ,  14.908
3eng , A , 1 , 213 ,  0.291 ,  0.061 ,  16.476
2bbv , E , 1 , 16 ,  0.625 ,  0.054 ,  13.666
2gcc , A , 1 , 63 ,  0.381 ,  0.049 ,  12.590
2kdc , B , 1 , 121 ,  0.107 ,  0.015 ,  174.592
3b45 , A , 1 , 180 ,  0.383 ,  0.055 ,  17.156
2aeb , A , 1 , 314 ,  0.287 ,  0.061 ,  74.559
1vkp , B , 1 , 357 ,  0.356 ,  0.060 ,  20.498
3mv4 , N , 1 , 245 ,  0.302 ,  0.041 ,  19.691
2c3e , A , 1 , 293 ,  0.229 ,  0.041 ,  20.875
1nc7 , B , 1 , 110 ,  0.309 ,  0.043 ,  15.022
2nm3 , A , 1 , 121 ,  0.339 ,  0.040 ,  18.551
2q03 , A , 1 , 138 ,  0.435 ,  0.046 ,  16.272
1n8v , A , 1 , 101 ,  0.287 ,  0.053 ,  13.764
1auu , B , 1 , 55 ,  0.345 ,  0.052 ,  16.700
1xs0 , A , 1 , 128 ,  0.344 ,  0.059 ,  14.312
1ydu , A , 1 , 170 ,  0.018 ,  0.008 ,  40.475
1by1 , A , 1 , 209 ,  0.201 ,  0.031 ,  20.607
1x6x , X , 1 , 120 ,  0.300 ,  0.046 ,  43.281
3ik5 , A , 1 , 119 ,  0.244 ,  0.044 ,  15.145
1xpp , A , 1 , 108 ,  0.130 ,  0.029 ,  20.030
3c8w , A , 1 , 245 ,  0.237 ,  0.044 ,  20.540
3d1p , A , 1 , 144 ,  0.493 ,  0.067 ,  13.816
2wlv , B , 1 , 152 ,  0.303 ,  0.047 ,  16.331
1d2v , D , 1 , 465 ,  0.142 ,  0.043 ,  23.609
2nxy , A , 1 , 304 ,  0.280 ,  0.043 ,  22.527
1vps , A , 1 , 285 ,  0.189 ,  0.036 ,  27.766
2q22 , B , 1 , 129 ,  0.457 ,  0.054 ,  15.279
2j01 , O , 1 , 122 ,  0.361 ,  0.061 ,  21.434
2hs1 , B , 1 , 119 ,  0.429 ,  0.064 ,  13.781
3b9y , A , 1 , 401 ,  0.329 ,  0.046 ,  23.651
1vqo , M , 1 , 194 ,  0.211 ,  0.035 ,  24.051
1irq , B , 1 , 53 ,  0.377 ,  0.037 ,  13.514
2aib , B , 1 , 98 ,  0.398 ,  0.053 ,  14.219
3d31 , D , 1 , 248 ,  0.157 ,  0.031 ,  33.754
2hp8 , A , 1 , 68 ,  0.441 ,  0.051 ,  12.143
2w1p , A , 1 , 274 ,  0.343 ,  0.050 ,  19.927
2ag4 , B , 1 , 164 ,  0.232 ,  0.040 ,  17.522
1fku , A , 1 , 86 ,  0.372 ,  0.068 ,  16.258
1mg6 , A , 1 , 122 ,  0.279 ,  0.052 ,  14.299
1kpt , B , 1 , 105 ,  0.457 ,  0.065 ,  14.930
2jyx , A , 1 , 129 ,  0.504 ,  0.061 ,  13.969
1ksq , A , 1 , 75 ,  0.373 ,  0.069 ,  11.323
1wp1 , B , 1 , 405 ,  0.200 ,  0.018 ,  34.156
3o1x , A , 1 , 140 ,  0.343 ,  0.062 ,  14.166
2r2z , A , 1 , 92 ,  0.478 ,  0.065 ,  12.198
1zts , A , 1 , 139 ,  0.201 ,  0.029 ,  20.058
3kic , B , 1 , 520 ,  0.135 ,  0.028 ,  70.303
1oqj , B , 1 , 89 ,  0.427 ,  0.057 ,  12.838
1rg8 , B , 1 , 141 ,  0.397 ,  0.067 ,  15.657
3cu9 , A , 1 , 314 ,  0.258 ,  0.061 ,  18.373
1fw9 , A , 1 , 164 ,  0.256 ,  0.057 ,  14.822
2i3f , B , 1 , 213 ,  0.357 ,  0.058 ,  17.892
1dev , D , 1 , 39 ,  0.231 ,  0.012 ,  19.665
2h5n , D , 1 , 126 ,  0.437 ,  0.063 ,  14.916
1uhb , A , 1 , 125 ,  0.320 ,  0.047 ,  16.015
1w33 , A , 1 , 181 ,  0.265 ,  0.024 ,  24.319
2cj4 , A , 1 , 149 ,  0.349 ,  0.048 ,  16.863
1ax3 , A , 1 , 162 ,  0.543 ,  0.058 ,  15.046
2rdk , B , 1 , 101 ,  0.356 ,  0.048 ,  15.483
1rk8 , B , 1 , 127 ,  0.346 ,  0.048 ,  17.238
1te7 , A , 1 , 103 ,  0.311 ,  0.055 ,  13.223
3efp , A , 1 , 204 ,  0.265 ,  0.054 ,  17.634
1d1n , A , 1 , 99 ,  0.525 ,  0.066 ,  33.522
1czb , A , 1 , 144 ,  0.299 ,  0.051 ,  17.029
1k1v , A , 1 , 41 ,  0.415 ,  0.051 ,  10.280
1p0t , 1 , 1 , 25 ,  0.400 ,  0.057 ,  17.051
1lr5 , A , 1 , 160 ,  0.338 ,  0.049 ,  17.839
2dc4 , B , 1 , 164 ,  0.244 ,  0.046 ,  16.304
2c36 , B , 1 , 274 ,  0.277 ,  0.048 ,  23.210
1jfn , A , 1 , 119 ,  0.210 ,  0.031 ,  17.517
1rya , B , 1 , 160 ,  0.325 ,  0.054 ,  15.830
